t,u,r,time_s
1780876727.064261,-0.04000000000000001,-0.14077292418327286,7.578381776809692
1780876727.1639774,-0.04000000000000001,-0.13978177694869365,7.678098201751709
1780876727.2638876,-0.04000000000000001,-0.1389569270277213,7.778008460998535
1780876727.363817,-0.04000000000000001,-0.1385206252305679,7.8779377937316895
1780876727.464108,-0.04000000000000001,-0.13756365967288597,7.978228807449341
1780876727.5643275,-0.04000000000000001,-0.13701665098645865,8.078448295593262
1780876727.6639876,-0.04000000000000001,-0.136379166017835,8.17810845375061
1780876727.7639115,-0.04000000000000001,-0.1355687638279497,8.278032302856445
1780876727.863978,-0.04000000000000001,-0.1352119812777955,8.378098726272583
1780876727.9648693,-0.04000000000000001,-0.134756522072098,8.478990077972412
1780876728.0642948,-0.04000000000000001,-0.133800680492162,8.578415632247925
1780876728.1639512,-0.04000000000000001,-0.13306930944565817,8.678071975708008
1780876728.263774,-0.04000000000000001,-0.13232435761333694,8.777894735336304
1780876728.3641431,-0.04000000000000001,-0.1315331641212902,8.8782639503479
1780876728.4639838,-0.04000000000000001,-0.13089653536675136,8.978104591369629
1780876728.563972,-0.04000000000000001,-0.12991832347999657,9.078092813491821
1780876728.6637626,-0.04000000000000001,-0.12922090863622496,9.177883386611938
1780876728.764044,-0.04000000000000001,-0.12874661788402406,9.278164863586426
1780876728.8637798,-0.04000000000000001,-0.12811333394159063,9.37790060043335
1780876728.964592,-0.04000000000000001,-0.12736606554611246,9.478712797164917
1780876729.0637937,-0.04000000000000001,-0.12647754872918185,9.577914476394653
1780876729.163849,-0.04000000000000001,-0.12577599808597248,9.677969932556152
1780876729.2643003,-0.04000000000000001,-0.12509067560959314,9.77842116355896
1780876729.364017,-0.04000000000000001,-0.12401350474444271,9.878137826919556
1780876729.4644883,-0.04000000000000001,-0.12298023817273143,9.978609085083008
1780876729.5638647,-0.04000000000000001,-0.1215778026328133,10.077985525131226
1780876729.6637878,-0.04000000000000001,-0.1204750058090098,10.177908658981323
1780876729.7638454,-0.04000000000000001,-0.1189921940317523,10.277966260910034
1780876729.8638659,-0.04000000000000001,-0.11869049896980942,10.377986669540405
1780876729.9641178,-0.04000000000000001,-0.11620538298202197,10.478238582611084
1780876730.0650034,-0.04000000000000001,-0.11470435189485438,10.579124212265015
1780876730.1642082,-0.04000000000000001,-0.11256534436357746,10.67832899093628
1780876730.2637873,-0.04000000000000001,-0.11103432245783387,10.777908086776733
1780876730.363824,-0.05,-0.1093395859676529,10.877944707870483
1780876730.464945,-0.05,-0.10723988760914513,10.979065895080566
1780876730.563961,-0.05,-0.10517433223439716,11.078081846237183
1780876730.664088,-0.05,-0.10365348299651288,11.178208827972412
1780876730.7640512,-0.05,-0.10246878295864972,11.278172016143799
1780876730.8641536,-0.05,-0.09961192984720293,11.37827444076538
1780876730.9639878,-0.05,-0.09734584202352117,11.478108644485474
1780876731.0638795,-0.05,-0.09593360176184058,11.57800030708313
1780876731.1638038,-0.05,-0.09353508310113418,11.677924633026123
1780876731.2640605,-0.05,-0.09189684626051746,11.778181314468384
1780876731.3638594,-0.05,-0.08961146152153805,11.87798023223877
